0.16817,0.22956,0.39773
0.16107,0.24154,0.40261
0.17294,0.23767,0.41061
0.15829,0.24443,0.40272
0.16705,0.24286,0.40991
0.16977,0.23708,0.40685
0.16578,0.22782,0.3936
0.15757,0.24656,0.40414
0.15242,0.24027,0.39269
0.16296,0.23236,0.39532
0.15959,0.23593,0.39552
0.17006,0.22354,0.3936
0.1636,0.22671,0.39031
0.17093,0.24053,0.41146
0.16947,0.23021,0.39967
0.16889,0.24056,0.40946
0.18189,0.24235,0.42424
0.16976,0.23994,0.4097
0.16132,0.24989,0.41121
0.17067,0.23338,0.40405
0.15968,0.23639,0.39607
0.16375,0.24527,0.40902
0.15565,0.22972,0.38537
0.16793,0.23274,0.40067
0.15834,0.25188,0.41022
0.15328,0.24847,0.40175
0.17033,0.23434,0.40467
0.16334,0.2407,0.40404
0.16978,0.22771,0.39749
0.16314,0.24612,0.40926
0.16882,0.22466,0.39347
0.15452,0.25074,0.40526
0.17171,0.23737,0.40908
0.17255,0.23826,0.41081
0.17289,0.22626,0.39915
0.16945,0.23683,0.40628
0.16312,0.23915,0.40227
0.17037,0.23128,0.40165
0.1661,0.23147,0.39757
0.1675,0.2404,0.4079
0.16333,0.24022,0.40355
0.16404,0.23413,0.39817
0.16555,0.23224,0.39779
0.16101,0.23295,0.39396
0.17216,0.23368,0.40583
0.17092,0.22897,0.39989
0.1544,0.24783,0.40222
0.16792,0.23044,0.39836
0.15489,0.24604,0.40092
0.16992,0.23882,0.40874
0.17306,0.24131,0.41437
0.15474,0.24801,0.40275
0.17093,0.23889,0.40982
0.1525,0.2488,0.4013
0.16887,0.24042,0.4093
0.17191,0.22575,0.39766
0.16746,0.22728,0.39475
0.17195,0.23952,0.41147
0.17077,0.24005,0.41083
0.16924,0.23351,0.40275
0.15649,0.24313,0.39962
0.15898,0.24211,0.40109
0.1597,0.24498,0.40468
0.15342,0.25081,0.40422
0.15519,0.2446,0.39979
0.16633,0.24224,0.40857
0.17263,0.23253,0.40516
0.1647,0.23892,0.40362
0.1654,0.24494,0.41034
0.17272,0.23755,0.41027
0.17077,0.23359,0.40436
0.16829,0.23835,0.40664
0.17161,0.23742,0.40903
0.17038,0.23681,0.4072
0.16145,0.24132,0.40277
0.16856,0.23251,0.40107
0.16117,0.24668,0.40785
0.16346,0.24446,0.40792
0.16824,0.23636,0.4046
0.16863,0.23061,0.39924
0.16384,0.24559,0.40944
0.16617,0.24373,0.4099
0.16975,0.24161,0.41136
0.16643,0.24028,0.40671
0.16614,0.23238,0.39852
0.16747,0.24074,0.40821
0.16613,0.23831,0.40444
0.15545,0.24735,0.4028
0.16896,0.23729,0.40625
0.17263,0.23657,0.4092
0.16426,0.24217,0.40643
0.17414,0.22714,0.40128
0.16229,0.24272,0.40501
0.17085,0.23697,0.40782
0.16346,0.2406,0.40405
0.16611,0.23784,0.40395
0.1608,0.23519,0.39599
0.15612,0.24091,0.39703
0.16425,0.24904,0.41329
0.16988,0.23213,0.40201
0.1727,0.22585,0.39855
0.17085,0.22385,0.3947
0.15169,0.24779,0.39948
0.17425,0.2225,0.39675
0.17391,0.22862,0.40254
0.1701,0.23845,0.40855
0.15541,0.24773,0.40314
0.16212,0.24443,0.40654
0.16844,0.24116,0.40961
0.16887,0.23892,0.4078
0.16065,0.24845,0.40909
0.16344,0.23785,0.40129
0.1707,0.22641,0.39711
0.16387,0.24261,0.40648
0.16774,0.23362,0.40136
0.15948,0.2417,0.40119
0.15744,0.24257,0.40001
0.17113,0.22393,0.39506
0.17349,0.22373,0.39722
0.17315,0.22858,0.40172
0.15864,0.23013,0.38877
0.15629,0.24459,0.40088
0.15866,0.23676,0.39542
0.16474,0.24079,0.40553
0.1585,0.2473,0.40579
0.17003,0.2382,0.40823
0.15658,0.24532,0.40189
0.15315,0.24513,0.39828
0.16907,0.238,0.40706
0.17047,0.23193,0.4024
0.16229,0.24559,0.40788
0.1571,0.24565,0.40275
0.1642,0.23853,0.40273
0.1602,0.24229,0.40249
0.16847,0.23477,0.40324
0.17155,0.24379,0.41534
0.16834,0.23308,0.40141
0.15707,0.23392,0.39099
0.16584,0.23034,0.39618
0.15376,0.247,0.40076
0.16462,0.23921,0.40383
0.16497,0.24128,0.40625
0.1729,0.23891,0.4118
0.17043,0.23761,0.40804
0.16625,0.23899,0.40524
0.17145,0.23139,0.40283
0.15721,0.24644,0.40365
0.16414,0.24077,0.40491
0.17509,0.21929,0.39438
0.17163,0.23857,0.4102
0.16897,0.24333,0.4123
0.17029,0.23488,0.40517
0.16186,0.24167,0.40353
0.17104,0.23153,0.40257
0.15733,0.2331,0.39043
0.17019,0.23535,0.40554
0.16811,0.24024,0.40835
0.16944,0.2378,0.40724
0.16502,0.2418,0.40683
0.17171,0.23441,0.40612
0.17016,0.23032,0.40048
0.16386,0.24262,0.40648
0.16864,0.24034,0.40899
0.17208,0.2359,0.40798
0.16877,0.23701,0.40577
0.16431,0.2465,0.41081
0.16584,0.23559,0.40143
0.1612,0.23943,0.40063
0.16911,0.24255,0.41167
0.16547,0.24644,0.41191
0.16867,0.22649,0.39516
0.17055,0.23336,0.40391
0.17039,0.2427,0.41309
0.16453,0.24767,0.41219
0.17181,0.23411,0.40593
0.16991,0.24114,0.41105
0.17273,0.23147,0.4042
0.15168,0.25094,0.40262
0.16419,0.23635,0.40054
0.171,0.22174,0.39273
0.16258,0.24008,0.40265
0.16277,0.22799,0.39076
0.16873,0.23912,0.40785
0.17017,0.23341,0.40358
0.16795,0.23112,0.39908
0.16943,0.24255,0.41198
0.15569,0.25395,0.40964
0.1651,0.22082,0.38592
0.16461,0.24317,0.40778
0.16068,0.245,0.40569
0.16781,0.23883,0.40664
0.16983,0.23466,0.40449
0.1631,0.23482,0.39793
0.1696,0.23714,0.40674
0.15598,0.24463,0.40061
0.17094,0.23142,0.40236
0.15607,0.24307,0.39914
0.16823,0.23837,0.4066
0.16284,0.24333,0.40618
0.17166,0.21973,0.39139
0.16595,0.23438,0.40033
0.1665,0.23869,0.4052
0.17197,0.22834,0.40032
0.16428,0.23248,0.39675
0.16473,0.2411,0.40583
0.17051,0.23884,0.40936
0.15113,0.24391,0.39505
0.17127,0.23525,0.40653
0.15927,0.24701,0.40628
0.16907,0.2331,0.40217
0.16922,0.23033,0.39955
0.16951,0.24176,0.41127
0.16347,0.23114,0.39461
0.16804,0.23842,0.40646
0.16974,0.23861,0.40835
0.15456,0.24485,0.39941
0.15836,0.2392,0.39756
0.17277,0.23669,0.40946
0.16867,0.24007,0.40874
0.16018,0.24574,0.40592
0.16356,0.23972,0.40328
0.15512,0.24327,0.39839
0.16209,0.24116,0.40325
0.16094,0.25169,0.41263
0.16019,0.24343,0.40362
0.15396,0.23634,0.3903
0.16258,0.24327,0.40584
0.15627,0.24688,0.40315
0.17116,0.24315,0.41431
0.15607,0.25247,0.40854
0.17339,0.22002,0.39341
0.16482,0.23429,0.39911
0.15482,0.24873,0.40355
0.16317,0.2403,0.40347
0.16979,0.24694,0.41673
0.17232,0.23386,0.40618
0.16983,0.22369,0.39352
0.17015,0.23928,0.40943
0.17152,0.24116,0.41269
0.15473,0.24989,0.40462
0.16231,0.2484,0.41071
0.15513,0.25372,0.40885
0.15769,0.24421,0.4019
0.16999,0.23861,0.40859
0.16749,0.23481,0.40231
0.17082,0.23921,0.41003
0.16852,0.23835,0.40687
0.15501,0.24125,0.39626
0.17198,0.23408,0.40606
0.17075,0.23561,0.40637
0.16007,0.24249,0.40256
0.16731,0.24392,0.41123
0.17439,0.22206,0.39645
0.1726,0.22169,0.39429
0.17066,0.23452,0.40518
0.16405,0.23903,0.40309
0.16557,0.24127,0.40684
0.16689,0.2283,0.39518
0.16178,0.24213,0.40391
0.16845,0.23974,0.40819
0.16817,0.23912,0.4073
0.16933,0.22387,0.39321
0.16056,0.24091,0.40147
0.15656,0.2337,0.39026
0.16698,0.23746,0.40444
0.16467,0.23883,0.4035
0.17079,0.2426,0.41339
