0.16648,0.089618,0.2561
0.16098,0.099364,0.26035
0.17215,0.094666,0.26681
0.15815,0.10206,0.26021
0.16684,0.10313,0.26997
0.16897,0.094399,0.26337
0.16368,0.094929,0.25861
0.15739,0.10531,0.2627
0.1519,0.096523,0.24842
0.16283,0.098287,0.26111
0.15829,0.094608,0.25289
0.16799,0.085104,0.25309
0.16225,0.085478,0.24773
0.17081,0.10247,0.27328
0.16853,0.087257,0.25578
0.16803,0.098208,0.26624
0.15696,0.10432,0.26128
0.16951,0.10108,0.27059
0.17215,0.10869,0.28084
0.16965,0.09036,0.26001
0.15829,0.098513,0.25681
0.16342,0.10303,0.26645
0.15342,0.093111,0.24653
0.16699,0.091001,0.25799
0.15802,0.11128,0.26929
0.15299,0.10612,0.25911
0.16899,0.093118,0.26211
0.16326,0.10105,0.26431
0.1679,0.090104,0.25801
0.16289,0.1038,0.2667
0.16711,0.08851,0.25562
0.15399,0.10848,0.26248
0.17156,0.09634,0.2679
0.17166,0.096962,0.26862
0.17062,0.08925,0.25987
0.16891,0.094267,0.26318
0.16197,0.10022,0.26219
0.16873,0.09113,0.25986
0.16599,0.09847,0.26446
0.16673,0.10042,0.26715
0.16191,0.10072,0.26264
0.16246,0.095842,0.2583
0.16415,0.093973,0.25812
0.1597,0.093535,0.25323
0.17122,0.090655,0.26187
0.17086,0.097163,0.26802
0.15402,0.10519,0.25921
0.16691,0.088927,0.25583
0.15471,0.10715,0.26186
0.1696,0.096951,0.26655
0.17233,0.09931,0.27164
0.15405,0.10596,0.26001
0.17062,0.099017,0.26964
0.15188,0.10552,0.2574
0.16859,0.098882,0.26748
0.17013,0.089118,0.25925
0.16509,0.090053,0.25514
0.171,0.097884,0.26889
0.17102,0.099592,0.27062
0.16851,0.090202,0.25871
0.15659,0.10364,0.26022
0.1586,0.10459,0.26319
0.15906,0.10305,0.26211
0.15327,0.11088,0.26415
0.15504,0.10443,0.25947
0.16619,0.10311,0.26929
0.17141,0.091426,0.26283
0.16367,0.096444,0.26011
0.16522,0.10394,0.26915
0.17241,0.10152,0.27393
0.16999,0.090759,0.26075
0.16822,0.098172,0.26639
0.17106,0.095681,0.26674
0.1705,0.10328,0.27378
0.16097,0.10005,0.26102
0.16787,0.095292,0.26317
0.16089,0.10551,0.2664
0.16278,0.10202,0.2648
0.16766,0.094738,0.2624
0.16688,0.091557,0.25843
0.16355,0.10536,0.2689
0.1657,0.10206,0.26776
0.16937,0.099592,0.26897
0.1662,0.099031,0.26524
0.16474,0.091296,0.25603
0.1673,0.099613,0.26691
0.16604,0.098077,0.26412
0.15459,0.10596,0.26055
0.16847,0.099569,0.26804
0.17195,0.094658,0.26661
0.16316,0.10097,0.26413
0.17235,0.087142,0.25949
0.16198,0.1023,0.26428
0.17,0.094394,0.26439
0.16319,0.099783,0.26297
0.16497,0.097783,0.26275
0.15953,0.094824,0.25436
0.15552,0.10395,0.25947
0.16376,0.10989,0.27364
0.16961,0.098129,0.26774
0.17081,0.085558,0.25637
0.16889,0.086386,0.25528
0.15155,0.10943,0.26099
0.17096,0.085629,0.25659
0.17224,0.091936,0.26418
0.1699,0.096894,0.26679
0.15504,0.10565,0.26069
0.16163,0.10382,0.26544
0.16803,0.099932,0.26796
0.16868,0.098299,0.26698
0.1602,0.10877,0.26897
0.16261,0.095364,0.25798
0.16886,0.087322,0.25619
0.16367,0.10231,0.26598
0.16809,0.10125,0.26934
0.15938,0.1024,0.26178
0.15717,0.1032,0.26037
0.16909,0.085936,0.25502
0.17129,0.088476,0.25977
0.17166,0.088639,0.2603
0.15683,0.091812,0.24864
0.15599,0.10335,0.25934
0.15744,0.096588,0.25403
0.16435,0.098442,0.26279
0.15831,0.10619,0.2645
0.16962,0.096833,0.26645
0.1559,0.10298,0.25889
0.15297,0.1101,0.26307
0.16817,0.096552,0.26472
0.16958,0.088999,0.25858
0.16234,0.10484,0.26717
0.15665,0.10298,0.25963
0.16319,0.096408,0.2596
0.16,0.099414,0.25942
0.16674,0.098616,0.26536
0.17141,0.10451,0.27591
0.16719,0.09265,0.25984
0.15548,0.095593,0.25107
0.16401,0.091987,0.25599
0.15346,0.11251,0.26597
0.16443,0.098214,0.26264
0.16473,0.099123,0.26385
0.17187,0.097582,0.26945
0.17034,0.09874,0.26908
0.16563,0.099864,0.26549
0.171,0.098165,0.26916
0.15665,0.10357,0.26022
0.16395,0.10061,0.26456
0.17225,0.082519,0.25477
0.17156,0.10481,0.27637
0.16859,0.10197,0.27057
0.16961,0.091814,0.26143
0.16143,0.09913,0.26056
0.16997,0.08959,0.25956
0.15623,0.092398,0.24863
0.1699,0.092875,0.26278
0.16825,0.10323,0.27148
0.16918,0.096446,0.26563
0.16432,0.10025,0.26457
0.17051,0.097776,0.26829
0.16924,0.087005,0.25624
0.16304,0.10055,0.26359
0.16851,0.10007,0.26858
0.17194,0.10144,0.27337
0.16771,0.096322,0.26403
0.16393,0.1046,0.26853
0.16586,0.098328,0.26419
0.16117,0.097966,0.25913
0.16878,0.10339,0.27217
0.16519,0.1045,0.26969
0.1666,0.086875,0.25347
0.16928,0.093038,0.26232
0.17063,0.10452,0.27515
0.16391,0.10658,0.27049
0.17158,0.091185,0.26277
0.1696,0.10016,0.26976
0.17177,0.090216,0.26199
0.15134,0.10875,0.26009
0.16316,0.095976,0.25914
0.16797,0.085023,0.25299
0.16238,0.097859,0.26024
0.1605,0.095542,0.25605
0.16781,0.097538,0.26535
0.16898,0.09175,0.26073
0.16658,0.090547,0.25713
0.16916,0.10096,0.27012
0.15555,0.11511,0.27066
0.16272,0.087615,0.25033
0.16451,0.10205,0.26656
0.16053,0.10308,0.26362
0.16767,0.098796,0.26647
0.16965,0.096219,0.26587
0.16134,0.095221,0.25656
0.16903,0.094039,0.26307
0.15594,0.10293,0.25887
0.17063,0.095285,0.26592
0.15602,0.10933,0.26535
0.16811,0.098541,0.26665
0.16273,0.10394,0.26667
0.16922,0.080518,0.24974
0.16539,0.094522,0.25991
0.16544,0.097042,0.26248
0.1703,0.089575,0.25988
0.16277,0.093024,0.25579
0.1646,0.099577,0.26418
0.17001,0.098482,0.26849
0.15103,0.10889,0.25992
0.17105,0.095634,0.26669
0.15876,0.10729,0.26605
0.16835,0.090086,0.25843
0.16793,0.08825,0.25618
